Area,Perimeter,MajorAxisLength,MinorAxisLength,AspectRation,Extent,roundness,Class
40636,783.891,250.0758103,207.9177861,1.202762953,0.756525301,0.831016141,SEKER
40641,727.677,253.5156731,204.5658846,1.239286177,0.79055789,0.964488277,SEKER
40644,726.397,249.8944004,207.6217563,1.203604116,0.77050237,0.96796181,SEKER
40646,741.995,253.3851611,204.8299855,1.237051111,0.736861188,0.927738798,SEKER
40647,737.815,247.6331774,209.1588573,1.18394784,0.779394846,0.93830364,SEKER
40648,728.896,260.1974223,199.1432171,1.306584407,0.754501244,0.961430537,SEKER
40649,727.588,253.48059,204.3045933,1.240699418,0.758575001,0.964914149,SEKER
40660,734.722,241.6204804,214.8962433,1.124358791,0.784714851,0.946522953,SEKER
40662,727.207,248.5951322,208.5024269,1.192288914,0.793559719,0.966234408,SEKER
40676,734.559,258.7261551,200.442393,1.290775625,0.753482513,0.947315699,SEKER
40688,732.945,258.7484843,200.4328103,1.290948742,0.798539831,0.951773117,SEKER
40692,735.097,262.0544327,198.2531802,1.321817045,0.764312547,0.946301654,SEKER
40695,730.309,256.9121046,201.8861475,1.27255935,0.759518477,0.958821163,SEKER
40705,738.355,249.1362387,208.6253196,1.194180261,0.764413146,0.9382686,SEKER
40710,728.852,252.687638,205.4403676,1.229980461,0.791576737,0.963013259,SEKER
40718,737.056,249.6641037,207.980511,1.200420666,0.762366598,0.941879469,SEKER
40719,744.134,255.6439975,203.0118738,1.259256381,0.756647775,0.924069575,SEKER
40731,739.522,256.7799444,202.1768771,1.270075728,0.759396674,0.935907096,SEKER
40736,732.691,249.2940001,208.5599159,1.195311185,0.760141818,0.953556722,SEKER
40737,724.96,252.2138292,205.8716113,1.225102517,0.748401675,0.9740266,SEKER
40750,727.315,258.1950891,201.0769183,1.2840613,0.781894583,0.968037961,SEKER
40752,728.679,241.6146519,215.182691,1.122834977,0.781857949,0.964464583,SEKER
40756,732.781,248.046899,209.8969438,1.181755649,0.775728506,0.953790555,SEKER
40778,725.165,254.1433484,204.3979634,1.24337515,0.802779746,0.974455735,SEKER
40778,727.951,241.4405988,215.2698175,1.121571996,0.771375605,0.967011172,SEKER
40790,753.802,259.9481037,200.0359094,1.299507196,0.793579767,0.902088193,SEKER
40795,757.35,268.8043369,193.3664192,1.390129362,0.740327381,0.893765408,SEKER
40803,730.673,260.3212075,199.7515295,1.303225103,0.776076537,0.960408158,SEKER
40821,729.317,249.1711775,208.8272025,1.193193102,0.758430411,0.964408057,SEKER
40822,732.103,260.5621947,199.6645625,1.304999703,0.784148754,0.957105406,SEKER
40824,736.42,257.1585532,202.3097591,1.271112943,0.749339207,0.945963261,SEKER
40834,737.916,264.2154584,196.9876855,1.341279064,0.749357704,0.942362367,SEKER
40838,731.101,242.8971552,214.4152043,1.1328355,0.790423102,0.96010686,SEKER
40841,727.572,248.9160626,209.2592311,1.189510548,0.788618985,0.969514429,SEKER
40841,737.702,252.1445622,206.5444998,1.22077597,0.765371713,0.943070825,SEKER
40842,745.5,245.315108,212.2850518,1.155592944,0.776301534,0.923467402,SEKER
40845,749.469,262.261607,198.6839209,1.319994118,0.77141724,0.913779512,SEKER
40846,737.982,257.3563132,202.3259564,1.271988616,0.77744152,0.942470703,SEKER
40857,779.192,244.1260246,214.113254,1.140172409,0.79051544,0.845643604,SEKER
40861,738.479,258.2850953,202.0524869,1.278306935,0.784009363,0.941548195,SEKER
40863,737.27,263.7978064,197.7032286,1.334312081,0.809088209,0.944684928,SEKER
40873,730.159,241.997203,215.1844935,1.124603354,0.766330433,0.963410763,SEKER
40884,733.137,249.6225809,208.7019391,1.196072169,0.755809439,0.955857094,SEKER
40892,723.304,244.5276055,213.0296844,1.147856958,0.799921753,0.98221482,SEKER
40895,731.734,258.5196024,201.8860709,1.280522234,0.744411679,0.959784223,SEKER
40900,732.606,253.4278762,205.6913592,1.232078378,0.79171506,0.957617843,SEKER
40901,735.219,257.646522,202.5113841,1.27225698,0.78935078,0.950846356,SEKER
40906,732.558,257.9461696,202.1525866,1.275997374,0.774910965,0.957883841,SEKER
40923,737.658,258.0333232,203.1529698,1.270143003,0.816924183,0.945077044,SEKER
40953,732.474,257.8436224,202.8515947,1.271094875,0.802024989,0.959204391,SEKER
40956,733.353,262.4366095,198.9044828,1.319410231,0.747031464,0.956976454,SEKER
40958,738.536,245.7514325,212.5434504,1.15624091,0.754568902,0.943637662,SEKER
40962,727.564,255.622513,204.2785081,1.251343156,0.782912844,0.972408202,SEKER
40964,736.147,246.4204137,212.0015761,1.162351801,0.766255144,0.949911463,SEKER
40965,745.06,255.4926019,204.4643427,1.249570456,0.785311709,0.927342848,SEKER
40973,783.467,267.9969304,194.979185,1.374489951,0.773075472,0.838815044,SEKER
40983,722.675,242.2001644,215.5958688,1.123398912,0.779737443,0.986114961,SEKER
40988,730.037,248.2905837,210.3427843,1.180409323,0.754996408,0.966444342,SEKER
41022,728.902,253.6010398,206.2107683,1.229814727,0.779530252,0.970260632,SEKER
41031,750.784,268.4722165,194.9406184,1.377199984,0.742992177,0.914727947,SEKER
41033,730.988,249.9321213,209.3633166,1.193772268,0.759406289,0.964989614,SEKER
41034,742.96,272.1691928,192.3046239,1.415302385,0.780499867,0.934163411,SEKER
41038,731.336,253.31928,206.6018061,1.22612326,0.762802283,0.964188943,SEKER
41044,741.688,275.9612985,189.7665962,1.454214303,0.770866201,0.93759879,SEKER
41059,736.776,266.6742551,196.5105607,1.357047958,0.787536443,0.950489428,SEKER
41068,727.628,233.4707887,224.0680638,1.041963699,0.793676562,0.97475307,SEKER
41084,735.08,255.4653723,204.9917072,1.246222961,0.763302616,0.955461894,SEKER
41087,735.676,254.4368651,206.014387,1.235044158,0.766034007,0.953984063,SEKER
41088,738.801,251.2635837,208.4905009,1.205156027,0.768919829,0.94595378,SEKER
41091,738.571,256.8014723,203.9799792,1.258954302,0.753534687,0.946612145,SEKER
41117,734.27,248.8671551,210.5372225,1.182057748,0.775792453,0.958340219,SEKER
41126,746.459,269.4241243,194.6013744,1.384492402,0.770337348,0.927501067,SEKER
41138,736.411,247.4260154,211.9226428,1.167529869,0.788749137,0.953262489,SEKER
41152,733.392,258.2434721,203.189017,1.270951924,0.788790707,0.96145392,SEKER
41158,728.657,253.2860349,207.1147218,1.222926273,0.770402815,0.974132076,SEKER
41169,742.126,270.2141119,194.1998311,1.391423002,0.758875576,0.93934448,SEKER
41182,732.169,259.3776148,202.4749612,1.281035508,0.781382817,0.965371836,SEKER
41189,733.839,249.4969654,210.544397,1.185008811,0.78341829,0.96114638,SEKER
41193,735.826,261.5895515,200.7088801,1.30332824,0.776640271,0.956055331,SEKER
41197,853.7,250.9006734,210.0639459,1.194401411,0.737504475,0.710337746,SEKER
41202,738.357,255.7536899,205.5451754,1.244269974,0.759036145,0.949719529,SEKER
41221,740.389,250.3152918,210.0477636,1.191706531,0.773667417,0.944949222,SEKER
41222,748.827,254.8110891,206.3904692,1.23460686,0.722116143,0.923795692,SEKER
41226,738.928,265.7868358,197.634999,1.344836882,0.742115495,0.948804675,SEKER
41226,769.813,264.3466113,198.9424665,1.328759093,0.76384051,0.874199555,SEKER
41229,744.176,270.6902769,194.4244689,1.392264453,0.796788033,0.935537813,SEKER
41243,740.629,255.2217231,205.9420497,1.23928903,0.779022326,0.944840902,SEKER
41251,743.017,250.6483104,209.9098243,1.194076129,0.793715847,0.938959465,SEKER
41256,736.602,260.1405927,202.4149228,1.285184853,0.784677711,0.955501108,SEKER
41262,737.909,267.5225426,196.8106349,1.359289058,0.757100917,0.952257768,SEKER
41265,732.882,255.7183241,205.6748568,1.24331349,0.774958684,0.965436253,SEKER
